label,code,class,key
P3D,22845,CPT,narc
P3D,22846,CPT,narc
P3D,22847,CPT,narc
P3D,22848,CPT,narc
P3D,22849,CPT,narc
P3D,22850,CPT,narc
P3D,22851,CPT,narc
P3D,22852,CPT,narc
P3D,22855,CPT,narc
P3D,22856,CPT,narc
P1G,22857,CPT,narc
P3D,22861,CPT,narc
P3D,22862,CPT,narc
P3D,22864,CPT,narc
P3D,22865,CPT,narc
P3D,22899,CPT,narc
P5E,22900,CPT,narc
P5E,22901,CPT,narc
P5E,22902,CPT,narc
P5E,22903,CPT,narc
P5E,22904,CPT,narc
P5E,22905,CPT,narc
P3D,22999,CPT,narc
P5B,23000,CPT,narc
P5B,23020,CPT,narc
P5B,23030,CPT,narc
P6B,23031,CPT,narc
P5B,23035,CPT,narc
P5B,23040,CPT,narc
P5B,23044,CPT,narc
P6B,23065,CPT,narc
P5B,23066,CPT,narc
P5E,23071,CPT,narc
P3D,23073,CPT,narc
P6B,23075,CPT,narc
P5B,23076,CPT,narc
P3D,23077,CPT,narc
P3D,23078,CPT,narc
P5B,23100,CPT,narc
P5B,23101,CPT,narc
P3D,23105,CPT,narc
P3D,23106,CPT,narc
P3D,23107,CPT,narc
P3D,23120,CPT,narc
P3D,23125,CPT,narc
P5B,23130,CPT,narc
P5B,23140,CPT,narc
P3D,23145,CPT,narc
P3D,23146,CPT,narc
P5B,23150,CPT,narc
P3D,23155,CPT,narc
P3D,23156,CPT,narc
P5B,23170,CPT,narc
P5B,23172,CPT,narc
P5B,23174,CPT,narc
P5B,23180,CPT,narc
P5B,23182,CPT,narc
P5B,23184,CPT,narc
P3D,23190,CPT,narc
P3D,23195,CPT,narc
P3D,23200,CPT,narc
P3D,23210,CPT,narc
P3D,23220,CPT,narc
P6B,23330,CPT,narc
P5B20131231,23331,CPT,narc
P3D20131231,23332,CPT,narc
P3D,23333,CPT,narc
P3D,23334,CPT,narc
P3D,23335,CPT,narc
P3D,23395,CPT,narc
P3D,23397,CPT,narc
P3D,23400,CPT,narc
P5B,23405,CPT,narc
P5B,23406,CPT,narc
P3D,23410,CPT,narc
P3D,23412,CPT,narc
P3D,23415,CPT,narc
P3D,23420,CPT,narc
P3D,23430,CPT,narc
P3D,23440,CPT,narc
P3D,23450,CPT,narc
P3D,23455,CPT,narc
P3D,23460,CPT,narc
P3D,23462,CPT,narc
P3D,23465,CPT,narc
P3D,23466,CPT,narc
P3D,23470,CPT,narc
P3D,23472,CPT,narc
P3D,23473,CPT,narc
P3D,23474,CPT,narc
P3D,23480,CPT,narc
P3D,23485,CPT,narc
P3D,23490,CPT,narc
P3D,23491,CPT,narc
P6B,23500,CPT,narc
P5B,23505,CPT,narc
P5B,23515,CPT,narc
P6B,23520,CPT,narc
P6B,23525,CPT,narc
P3D,23530,CPT,narc
P3D,23532,CPT,narc
P6B,23540,CPT,narc
P6B,23545,CPT,narc
P3D,23550,CPT,narc
P3D,23552,CPT,narc
P6B,23570,CPT,narc
P6B,23575,CPT,narc
P3D,23585,CPT,narc
P6B,23600,CPT,narc
P5B,23605,CPT,narc
P3D,23615,CPT,narc
P3D,23616,CPT,narc
P6B,23620,CPT,narc
P5B,23625,CPT,narc
P5B,23630,CPT,narc
P6B,23650,CPT,narc
P5B,23655,CPT,narc
P5B,23660,CPT,narc
P5B,23665,CPT,narc
P5B,23670,CPT,narc
P5B,23675,CPT,narc
P3D,23680,CPT,narc
P5B,23700,CPT,narc
P3D,23800,CPT,narc
P3D,23802,CPT,narc
P3D,23900,CPT,narc
P3D,23920,CPT,narc
P3D,23921,CPT,narc
P5B,23930,CPT,narc
P3D,23931,CPT,narc
P5B,23935,CPT,narc
P5B,24000,CPT,narc
P3D,24006,CPT,narc
P6B,24065,CPT,narc
P6B,24066,CPT,narc
P5B,24071,CPT,narc
P5B,24073,CPT,narc
P5B,24075,CPT,narc
P5B,24076,CPT,narc
P3D,24077,CPT,narc
P3D,24079,CPT,narc
P5B,24100,CPT,narc
P5B,24101,CPT,narc
P3D,24102,CPT,narc
P5B,24105,CPT,narc
P5B,24110,CPT,narc
P5B,24115,CPT,narc
P5B,24116,CPT,narc
P5B,24120,CPT,narc
P5B,24125,CPT,narc
P5B,24126,CPT,narc
P5B,24130,CPT,narc
P5B,24134,CPT,narc
P5B,24136,CPT,narc
P5B,24138,CPT,narc
P5B,24140,CPT,narc
P5B,24145,CPT,narc
P5B,24147,CPT,narc
P5B,24149,CPT,narc
P3D,24150,CPT,narc
P3D,24152,CPT,narc
P5B,24155,CPT,narc
P5B,24160,CPT,narc
P5B,24164,CPT,narc
P6B,24200,CPT,narc
P5B,24201,CPT,narc
P5B,24300,CPT,narc
P5B,24301,CPT,narc
P3D,24305,CPT,narc
P5B,24310,CPT,narc
P5B,24320,CPT,narc
P5B,24330,CPT,narc
P5B,24331,CPT,narc
P5B,24332,CPT,narc
P5B,24340,CPT,narc
P5B,24341,CPT,narc
P5B,24342,CPT,narc
P5B,24343,CPT,narc
P5B,24344,CPT,narc
P5B,24345,CPT,narc
P5B,24346,CPT,narc
P3D,24357,CPT,narc
P3D,24358,CPT,narc
P3D,24359,CPT,narc
P3D,24360,CPT,narc
P3D,24361,CPT,narc
P3D,24362,CPT,narc
P3D,24363,CPT,narc
P3D,24365,CPT,narc
P3D,24366,CPT,narc
P3D,24370,CPT,narc
P3D,24371,CPT,narc
P3D,24400,CPT,narc
P3D,24410,CPT,narc
P5B,24420,CPT,narc
P3D,24430,CPT,narc
P3D,24435,CPT,narc
P5B,24470,CPT,narc
P3D,24495,CPT,narc
P3D,24498,CPT,narc
P6B,24500,CPT,narc
P5B,24505,CPT,narc
P3D,24515,CPT,narc
P3D,24516,CPT,narc
P5B,24530,CPT,narc
P5B,24535,CPT,narc
P5B,24538,CPT,narc
P3D,24545,CPT,narc
P3D,24546,CPT,narc
P6B,24560,CPT,narc
P5B,24565,CPT,narc
P3D,24566,CPT,narc
P3D,24575,CPT,narc
P6B,24576,CPT,narc
P5B,24577,CPT,narc
P3D,24579,CPT,narc
P3D,24582,CPT,narc
P5B,24586,CPT,narc
P3D,24587,CPT,narc
P6B,24600,CPT,narc
P5B,24605,CPT,narc
P5B,24615,CPT,narc
P5B,24620,CPT,narc
P3D,24635,CPT,narc
P6B,24640,CPT,narc
P6B,24650,CPT,narc
P5B,24655,CPT,narc
P5B,24665,CPT,narc
P5B,24666,CPT,narc
P6B,24670,CPT,narc
P5B,24675,CPT,narc
P5B,24685,CPT,narc
P3D,24800,CPT,narc
P3D,24802,CPT,narc
P3D,24900,CPT,narc
P3D,24920,CPT,narc
P3D,24925,CPT,narc
P3D,24930,CPT,narc
P3D,24931,CPT,narc
P3D,24935,CPT,narc
P3D,24940,CPT,narc
P3D,24999,CPT,narc
P5B,25000,CPT,narc
P5B,25001,CPT,narc
P5B,25020,CPT,narc
P5B,25023,CPT,narc
P5B,25024,CPT,narc
P5B,25025,CPT,narc
P5B,25028,CPT,narc
P3D,25031,CPT,narc
P5B,25035,CPT,narc
P5B,25040,CPT,narc
P6B,25065,CPT,narc
P5B,25066,CPT,narc
P5B,25071,CPT,narc
P6B,25073,CPT,narc
P6B,25075,CPT,narc
P5B,25076,CPT,narc
P3D,25077,CPT,narc
P3D,25078,CPT,narc
P5B,25085,CPT,narc
P5B,25100,CPT,narc
P5B,25101,CPT,narc
P3D,25105,CPT,narc
P5B,25107,CPT,narc
P5B,25109,CPT,narc
P5B,25110,CPT,narc
P5B,25111,CPT,narc
P5B,25112,CPT,narc
P3D,25115,CPT,narc
P3D,25116,CPT,narc
P3D,25118,CPT,narc
P3D,25119,CPT,narc
P5B,25120,CPT,narc
P5B,25125,CPT,narc
P5B,25126,CPT,narc
P5B,25130,CPT,narc
P5B,25135,CPT,narc
P5B,25136,CPT,narc
P5B,25145,CPT,narc
P5B,25150,CPT,narc
P5B,25151,CPT,narc
P3D,25170,CPT,narc
P5B,25210,CPT,narc
P5B,25215,CPT,narc
P5B,25230,CPT,narc
P5B,25240,CPT,narc
P5B,25248,CPT,narc
P3D,25250,CPT,narc
P3D,25251,CPT,narc
P5B,25259,CPT,narc
P5B,25260,CPT,narc
P5B,25263,CPT,narc
P5B,25265,CPT,narc
P5B,25270,CPT,narc
P5B,25272,CPT,narc
P5B,25274,CPT,narc
P5B,25275,CPT,narc
P5B,25280,CPT,narc
P5B,25290,CPT,narc
P5B,25295,CPT,narc
P5B,25300,CPT,narc
P5B,25301,CPT,narc
P5B,25310,CPT,narc
P5B,25312,CPT,narc
P5B,25315,CPT,narc
P5B,25316,CPT,narc
P5B,25320,CPT,narc
P3D,25332,CPT,narc
P3D,25335,CPT,narc
P3D,25337,CPT,narc
P3D,25350,CPT,narc
P3D,25355,CPT,narc
P3D,25360,CPT,narc
P3D,25365,CPT,narc
P3D,25370,CPT,narc
P3D,25375,CPT,narc
P5B,25390,CPT,narc
P5B,25391,CPT,narc
P5B,25392,CPT,narc
P5B,25393,CPT,narc
P5B,25394,CPT,narc
P3D,25400,CPT,narc
P3D,25405,CPT,narc
P3D,25415,CPT,narc
P3D,25420,CPT,narc
P3D,25425,CPT,narc
P3D,25426,CPT,narc
P5B,25430,CPT,narc
P5B,25431,CPT,narc
P3D,25440,CPT,narc
P3D,25441,CPT,narc
P3D,25442,CPT,narc
P3D,25443,CPT,narc
P3D,25444,CPT,narc
P3D,25445,CPT,narc
P3D,25446,CPT,narc
P3D,25447,CPT,narc
P3D,25449,CPT,narc
P5B,25450,CPT,narc
P5B,25455,CPT,narc
P3D,25490,CPT,narc
P3D,25491,CPT,narc
P3D,25492,CPT,narc
P6B,25500,CPT,narc
P5B,25505,CPT,narc
P5B,25515,CPT,narc
P3D,25520,CPT,narc
P3D,25525,CPT,narc
P3D,25526,CPT,narc
P6B,25530,CPT,narc
P5B,25535,CPT,narc
P5B,25545,CPT,narc
P6B,25560,CPT,narc
P5B,25565,CPT,narc
P3D,25574,CPT,narc
P5B,25575,CPT,narc
P6B,25600,CPT,narc
P5B,25605,CPT,narc
P5B,25606,CPT,narc
P5B,25607,CPT,narc
P5B,25608,CPT,narc
P5B,25609,CPT,narc
P6B,25622,CPT,narc
P6B,25624,CPT,narc
P5B,25628,CPT,narc
P6B,25630,CPT,narc
P5B,25635,CPT,narc
P5B,25645,CPT,narc
P6B,25650,CPT,narc
P5B,25651,CPT,narc
P5B,25652,CPT,narc
P5B,25660,CPT,narc
P5B,25670,CPT,narc
P5B,25671,CPT,narc
P5B,25675,CPT,narc
P3D,25676,CPT,narc
P5B,25680,CPT,narc
P5B,25685,CPT,narc
P5B,25690,CPT,narc
P5B,25695,CPT,narc
P3D,25800,CPT,narc
P3D,25805,CPT,narc
P3D,25810,CPT,narc
P3D,25820,CPT,narc
P3D,25825,CPT,narc
P3D,25830,CPT,narc
P3D,25900,CPT,narc
P3D,25905,CPT,narc
P3D,25907,CPT,narc
P3D,25909,CPT,narc
P3D,25915,CPT,narc
P3D,25920,CPT,narc
P3D,25922,CPT,narc
P3D,25924,CPT,narc
P3D,25927,CPT,narc
P3D,25929,CPT,narc
P3D,25931,CPT,narc
P3D,25999,CPT,narc
P6B,26010,CPT,narc
P5B,26011,CPT,narc
P5B,26020,CPT,narc
P5B,26025,CPT,narc
P5B,26030,CPT,narc
P5B,26034,CPT,narc
P5B,26035,CPT,narc
P3D,26037,CPT,narc
P5B,26040,CPT,narc
P5B,26045,CPT,narc
P5B,26055,CPT,narc
P5B,26060,CPT,narc
P5B,26070,CPT,narc
P5B,26075,CPT,narc
P5B,26080,CPT,narc
P5B,26100,CPT,narc
P5B,26105,CPT,narc
P5B,26110,CPT,narc
P5B,26111,CPT,narc
P5B,26113,CPT,narc
P5B,26115,CPT,narc
P5B,26116,CPT,narc
P3D,26117,CPT,narc
P3D,26118,CPT,narc
P3D,26121,CPT,narc
P3D,26123,CPT,narc
P3D,26125,CPT,narc
P3D,26130,CPT,narc
P5B,26135,CPT,narc
P5B,26140,CPT,narc
P5B,26145,CPT,narc
P5B,26160,CPT,narc
P5B,26170,CPT,narc
P5B,26180,CPT,narc
P3D,26185,CPT,narc
P5B,26200,CPT,narc
P5B,26205,CPT,narc
P5B,26210,CPT,narc
P5B,26215,CPT,narc
P5B,26230,CPT,narc
P5B,26235,CPT,narc
P6B,26236,CPT,narc
P5B,26250,CPT,narc
P3D,26260,CPT,narc
P6B,26262,CPT,narc
P6B,26320,CPT,narc
P5B,26340,CPT,narc
P5B,26341,CPT,narc
P5B,26350,CPT,narc
P5B,26352,CPT,narc
P5B,26356,CPT,narc
P3D,26357,CPT,narc
P5B,26358,CPT,narc
P5B,26370,CPT,narc
P5B,26372,CPT,narc
P5B,26373,CPT,narc
P5B,26390,CPT,narc
P5B,26392,CPT,narc
P5B,26410,CPT,narc
P5B,26412,CPT,narc
P3D,26415,CPT,narc
P3D,26416,CPT,narc
P5B,26418,CPT,narc
P5B,26420,CPT,narc
P5B,26426,CPT,narc
P5B,26428,CPT,narc
P5B,26432,CPT,narc
P5B,26433,CPT,narc
P5B,26434,CPT,narc
P3D,26437,CPT,narc
P5B,26440,CPT,narc
P5B,26442,CPT,narc
P5B,26445,CPT,narc
P5B,26449,CPT,narc
P5B,26450,CPT,narc
P5B,26455,CPT,narc
P5B,26460,CPT,narc
P5B,26471,CPT,narc
P5B,26474,CPT,narc
P5B,26476,CPT,narc
P5B,26477,CPT,narc
P3D,26478,CPT,narc
P3D,26479,CPT,narc
P5B,26480,CPT,narc
P5B,26483,CPT,narc
P5B,26485,CPT,narc
P5B,26489,CPT,narc
P5B,26490,CPT,narc
P5B,26492,CPT,narc
P5B,26494,CPT,narc
P5B,26496,CPT,narc
P5B,26497,CPT,narc
P5B,26498,CPT,narc
P3D,26499,CPT,narc
P5B,26500,CPT,narc
P5B,26502,CPT,narc
P5B,26508,CPT,narc
P5B,26510,CPT,narc
P5B,26516,CPT,narc
P5B,26517,CPT,narc
P5B,26518,CPT,narc
P5B,26520,CPT,narc
P5B,26525,CPT,narc
P5B,26530,CPT,narc
P5B,26531,CPT,narc
P5B,26535,CPT,narc
P5B,26536,CPT,narc
P5B,26540,CPT,narc
P5B,26541,CPT,narc
P5B,26542,CPT,narc
P5B,26545,CPT,narc
P3D,26546,CPT,narc
P3D,26548,CPT,narc
P3D,26550,CPT,narc
P3D,26551,CPT,narc
P3D,26553,CPT,narc
P3D,26554,CPT,narc
P5B,26555,CPT,narc
P3D,26556,CPT,narc
P3D,26560,CPT,narc
P3D,26561,CPT,narc
P3D,26562,CPT,narc
P3D,26565,CPT,narc
P5B,26567,CPT,narc
P5B,26568,CPT,narc
P3D,26580,CPT,narc
P3D,26587,CPT,narc
P3D,26590,CPT,narc
P3D,26591,CPT,narc
P3D,26593,CPT,narc
P3D,26596,CPT,narc
P6B,26600,CPT,narc
P5B,26605,CPT,narc
P5B,26607,CPT,narc
P3D,26608,CPT,narc
P3D,26615,CPT,narc
P6B,26641,CPT,narc
P5B,26645,CPT,narc
P5B,26650,CPT,narc
P5B,26665,CPT,narc
P6B,26670,CPT,narc
P5B,26675,CPT,narc
P5B,26676,CPT,narc
P5B,26685,CPT,narc
P5B,26686,CPT,narc
P6B,26700,CPT,narc
P5B,26705,CPT,narc
P5B,26706,CPT,narc
P5B,26715,CPT,narc
P6B,26720,CPT,narc
P6B,26725,CPT,narc
P5B,26727,CPT,narc
P5B,26735,CPT,narc
P6B,26740,CPT,narc
P6B,26742,CPT,narc
P5B,26746,CPT,narc
P6B,26750,CPT,narc
P6B,26755,CPT,narc
P6B,26756,CPT,narc
P5B,26765,CPT,narc
P6B,26770,CPT,narc
P5B,26775,CPT,narc
P6B,26776,CPT,narc
P5B,26785,CPT,narc
P5B,26820,CPT,narc
P5B,26841,CPT,narc
P5B,26842,CPT,narc
P5B,26843,CPT,narc
P5B,26844,CPT,narc
P3D,26850,CPT,narc
P3D,26852,CPT,narc
P5B,26860,CPT,narc
P5B,26861,CPT,narc
P5B,26862,CPT,narc
P5B,26863,CPT,narc
P5B,26910,CPT,narc
P5B,26951,CPT,narc
P5B,26952,CPT,narc
P5B,26990,CPT,narc
P5B,26991,CPT,narc
P3D,26992,CPT,narc
P5B,27000,CPT,narc
P3D,27001,CPT,narc
P5B,27003,CPT,narc
P3D,27005,CPT,narc
P3D,27006,CPT,narc
P3D,27025,CPT,narc
P1G,27027,CPT,narc
P3D,27030,CPT,narc
P3D,27033,CPT,narc
P5B,27035,CPT,narc
P3D,27036,CPT,narc
P5B,27040,CPT,narc
P5B,27041,CPT,narc
P5B,27043,CPT,narc
P5B,27045,CPT,narc
P5B,27047,CPT,narc
P5B,27048,CPT,narc
P3D,27049,CPT,narc
P3D,27050,CPT,narc
P3D,27052,CPT,narc
P3D,27054,CPT,narc
P1G,27057,CPT,narc
P3D,27059,CPT,narc
P3D,27060,CPT,narc
P3D,27062,CPT,narc
P5B,27065,CPT,narc
P3D,27066,CPT,narc
P3D,27067,CPT,narc
P3D,27070,CPT,narc
P3D,27071,CPT,narc
P3D,27075,CPT,narc
P3D,27076,CPT,narc
P3D,27077,CPT,narc
P3D,27078,CPT,narc
P5B,27080,CPT,narc
P6B,27086,CPT,narc
P5B,27087,CPT,narc
P3D,27090,CPT,narc
P3D,27091,CPT,narc
P3D,27097,CPT,narc
P3D,27098,CPT,narc
P3D,27100,CPT,narc
P3D,27105,CPT,narc
P3D,27110,CPT,narc
P3D,27111,CPT,narc
P3D,27120,CPT,narc
P3D,27122,CPT,narc
P3B,27125,CPT,narc
P3B,27130,CPT,narc
P3B,27132,CPT,narc
P3B,27134,CPT,narc
P3B,27137,CPT,narc
P3B,27138,CPT,narc
P3D,27140,CPT,narc
P3D,27146,CPT,narc
P3D,27147,CPT,narc
P3D,27151,CPT,narc
P3D,27156,CPT,narc
P3D,27158,CPT,narc
P3D,27161,CPT,narc
P3D,27165,CPT,narc
P3D,27170,CPT,narc
P6B,27175,CPT,narc
P6B,27176,CPT,narc
P3D,27177,CPT,narc
P3D,27178,CPT,narc
P3D,27179,CPT,narc
P3D,27181,CPT,narc
P3D,27185,CPT,narc
P3D,27187,CPT,narc
P3D,27193,CPT,narc
P3D,27194,CPT,narc
P6B,27200,CPT,narc
P5B,27202,CPT,narc
P3D,27215,CPT,narc
P3D,27216,CPT,narc
P3D,27217,CPT,narc
P3D,27218,CPT,narc
P3D,27220,CPT,narc
P3D,27222,CPT,narc
P3D,27226,CPT,narc
P3D,27227,CPT,narc
P3D,27228,CPT,narc
P6B,27230,CPT,narc
P3A,27232,CPT,narc
P3A,27235,CPT,narc
P3A,27236,CPT,narc
P6B,27238,CPT,narc
P3A,27240,CPT,narc
P3A,27244,CPT,narc
P3A,27245,CPT,narc
P6B,27246,CPT,narc
P3A,27248,CPT,narc
P6B,27250,CPT,narc
P5B,27252,CPT,narc
P3D,27253,CPT,narc
P3D,27254,CPT,narc
P6B,27256,CPT,narc
P5B,27257,CPT,narc
P3D,27258,CPT,narc
P3D,27259,CPT,narc
P3D,27265,CPT,narc
P3D,27266,CPT,narc
P3D,27267,CPT,narc
P3D,27268,CPT,narc
P3D,27269,CPT,narc
P5B,27275,CPT,narc
P3D,27280,CPT,narc
P3D,27282,CPT,narc
P3D,27284,CPT,narc
P3D,27286,CPT,narc
P3D,27290,CPT,narc
P3D,27295,CPT,narc
P3D,27299,CPT,narc
P5B,27301,CPT,narc
P5B,27303,CPT,narc
P5B,27305,CPT,narc
P5B,27306,CPT,narc
P5B,27307,CPT,narc
P5B,27310,CPT,narc
P6B,27323,CPT,narc
P5B,27324,CPT,narc
P6B,27325,CPT,narc
P5B,27326,CPT,narc
P5B,27327,CPT,narc
P5B,27328,CPT,narc
P3D,27329,CPT,narc
P5B,27330,CPT,narc
P3D,27331,CPT,narc
P3D,27332,CPT,narc
P3D,27333,CPT,narc
P3D,27334,CPT,narc
P3D,27335,CPT,narc
P5B,27337,CPT,narc
P5B,27339,CPT,narc
P6B,27340,CPT,narc
P5B,27345,CPT,narc
P3D,27347,CPT,narc
P3D,27350,CPT,narc
P5B,27355,CPT,narc
P3D,27356,CPT,narc
P3D,27357,CPT,narc
P3D,27358,CPT,narc
P5B,27360,CPT,narc
P3D,27364,CPT,narc
P3D,27365,CPT,narc
P5B,27372,CPT,narc
P3D,27380,CPT,narc
P3D,27381,CPT,narc
P3D,27385,CPT,narc
P3D,27386,CPT,narc
P5B,27390,CPT,narc
P5B,27391,CPT,narc
P5B,27392,CPT,narc
P5B,27393,CPT,narc
P3D,27394,CPT,narc
P3D,27395,CPT,narc
P5B,27396,CPT,narc
P5B,27397,CPT,narc
P5B,27400,CPT,narc
P3D,27403,CPT,narc
P3D,27405,CPT,narc
P3D,27407,CPT,narc
P3D,27409,CPT,narc
P1A,27412,CPT,narc
P1A,27415,CPT,narc
P3D,27416,CPT,narc
P3D,27418,CPT,narc
P3D,27420,CPT,narc
P3D,27422,CPT,narc
P3D,27424,CPT,narc
P5B,27425,CPT,narc
P3D,27427,CPT,narc
P3D,27428,CPT,narc
P3D,27429,CPT,narc
P3D,27430,CPT,narc
P3D,27435,CPT,narc
P3D,27437,CPT,narc
P3D,27438,CPT,narc
P3C,27440,CPT,narc
P3C,27441,CPT,narc
P3C,27442,CPT,narc
P3C,27443,CPT,narc
P3C,27445,CPT,narc
P3C,27446,CPT,narc
P3C,27447,CPT,narc
P3D,27448,CPT,narc
P3D,27450,CPT,narc
P3D,27454,CPT,narc
P3D,27455,CPT,narc
P3D,27457,CPT,narc
P3D,27465,CPT,narc
P3D,27466,CPT,narc
P3D,27468,CPT,narc
P3D,27470,CPT,narc
P3D,27472,CPT,narc
P3D,27475,CPT,narc
P3D,27477,CPT,narc
P3D,27479,CPT,narc
P3D,27485,CPT,narc
P3D,27486,CPT,narc
P3D,27487,CPT,narc
P3D,27488,CPT,narc
P3D,27495,CPT,narc
P3D,27496,CPT,narc
P3D,27497,CPT,narc
P3D,27498,CPT,narc
P3D,27499,CPT,narc
P6B,27500,CPT,narc
P3D,27501,CPT,narc
P3D,27502,CPT,narc
P3D,27503,CPT,narc
P3D,27506,CPT,narc
P3D,27507,CPT,narc
P6B,27508,CPT,narc
P3D,27509,CPT,narc
P3D,27510,CPT,narc
P3D,27511,CPT,narc
P3D,27513,CPT,narc
P3D,27514,CPT,narc
P6B,27516,CPT,narc
P3D,27517,CPT,narc
P3D,27519,CPT,narc
P6B,27520,CPT,narc
P3D,27524,CPT,narc
P6B,27530,CPT,narc
P5B,27532,CPT,narc
P3D,27535,CPT,narc
P3D,27536,CPT,narc
P6B,27538,CPT,narc
P3D,27540,CPT,narc
P6B,27550,CPT,narc
P5B,27552,CPT,narc
P3D,27556,CPT,narc
P3D,27557,CPT,narc
P3D,27558,CPT,narc
P6B,27560,CPT,narc
P5B,27562,CPT,narc
P3D,27566,CPT,narc
P5B,27570,CPT,narc
P3D,27580,CPT,narc
P3D,27590,CPT,narc
P3D,27591,CPT,narc
P3D,27592,CPT,narc
P3D,27594,CPT,narc
P3D,27596,CPT,narc
P3D,27598,CPT,narc
P3D,27599,CPT,narc
P3D,27600,CPT,narc
P3D,27601,CPT,narc
P3D,27602,CPT,narc
P5B,27603,CPT,narc
P3D,27604,CPT,narc
P5B,27605,CPT,narc
P5B,27606,CPT,narc
P5B,27607,CPT,narc
P5B,27610,CPT,narc
P5B,27612,CPT,narc
P6B,27613,CPT,narc
P6B,27614,CPT,narc
P3D,27615,CPT,narc
P3D,27616,CPT,narc
P6B,27618,CPT,narc
P6B,27619,CPT,narc
P5B,27620,CPT,narc
P3D,27625,CPT,narc
P3D,27626,CPT,narc
P5B,27630,CPT,narc
P6B,27632,CPT,narc
P3D,27634,CPT,narc
P5B,27635,CPT,narc
P5B,27637,CPT,narc
P5B,27638,CPT,narc
P5B,27640,CPT,narc
P5B,27641,CPT,narc
P3D,27645,CPT,narc
P3D,27646,CPT,narc
P3D,27647,CPT,narc
P5B,27650,CPT,narc
P5B,27652,CPT,narc
P5B,27654,CPT,narc
P5B,27656,CPT,narc
P5B,27658,CPT,narc
P5B,27659,CPT,narc
P5B,27664,CPT,narc
P5B,27665,CPT,narc
P5B,27675,CPT,narc
P5B,27676,CPT,narc
P5B,27680,CPT,narc
P5B,27681,CPT,narc
P5B,27685,CPT,narc
P5B,27686,CPT,narc
P3D,27687,CPT,narc
P5B,27690,CPT,narc
P5B,27691,CPT,narc
P5B,27692,CPT,narc
P3D,27695,CPT,narc
P3D,27696,CPT,narc
P3D,27698,CPT,narc
P3D,27700,CPT,narc
P3D,27702,CPT,narc
P3D,27703,CPT,narc
P3D,27704,CPT,narc
P3D,27705,CPT,narc
P3D,27707,CPT,narc
P3D,27709,CPT,narc
P3D,27712,CPT,narc
P3D,27715,CPT,narc
P3D,27720,CPT,narc
P3D,27722,CPT,narc
P3D,27724,CPT,narc
P3D,27725,CPT,narc
P1G,27726,CPT,narc
P3D,27727,CPT,narc
P3D,27730,CPT,narc
P3D,27732,CPT,narc
P3D,27734,CPT,narc
P3D,27740,CPT,narc
P3D,27742,CPT,narc
P3D,27745,CPT,narc
P3D,27750,CPT,narc
P3D,27752,CPT,narc
P3D,27756,CPT,narc
P3D,27758,CPT,narc
P3D,27759,CPT,narc
P6B,27760,CPT,narc
P3D,27762,CPT,narc
P5B,27766,CPT,narc
P6B,27767,CPT,narc
P6B,27768,CPT,narc
P1G,27769,CPT,narc
P6B,27780,CPT,narc
P5B,27781,CPT,narc
P5B,27784,CPT,narc
P6B,27786,CPT,narc
P3D,27788,CPT,narc
P5B,27792,CPT,narc
P6B,27808,CPT,narc
P3D,27810,CPT,narc
P3D,27814,CPT,narc
P6B,27816,CPT,narc
P3D,27818,CPT,narc
P3D,27822,CPT,narc
P3D,27823,CPT,narc
P3D,27824,CPT,narc
P3D,27825,CPT,narc
P3D,27826,CPT,narc
P3D,27827,CPT,narc
P3D,27828,CPT,narc
P3D,27829,CPT,narc
P6B,27830,CPT,narc
P5B,27831,CPT,narc
P3D,27832,CPT,narc
P6B,27840,CPT,narc
P5B,27842,CPT,narc
P5B,27846,CPT,narc
P5B,27848,CPT,narc
P5B,27860,CPT,narc
P3D,27870,CPT,narc
P3D,27871,CPT,narc
P3D,27880,CPT,narc
P3D,27881,CPT,narc
P3D,27882,CPT,narc
P3D,27884,CPT,narc
P3D,27886,CPT,narc
P3D,27888,CPT,narc
P3D,27889,CPT,narc
P3D,27892,CPT,narc
P3D,27893,CPT,narc
P3D,27894,CPT,narc
P3D,27899,CPT,narc
P3D,28001,CPT,narc
P5B,28002,CPT,narc
P5B,28003,CPT,narc
P5B,28005,CPT,narc
P5B,28008,CPT,narc
P5B,28010,CPT,narc
P5B,28011,CPT,narc
P3D,28020,CPT,narc
P3D,28022,CPT,narc
P3D,28024,CPT,narc
P5B,28035,CPT,narc
P5B,28039,CPT,narc
P5B,28041,CPT,narc
P6B,28043,CPT,narc
P6B,28045,CPT,narc
P3D,28046,CPT,narc
P3D,28047,CPT,narc
P5B,28050,CPT,narc
P3D,28052,CPT,narc
P3D,28054,CPT,narc
P5B,28055,CPT,narc
P6B,28060,CPT,narc
P5B,28062,CPT,narc
P3D,28070,CPT,narc
P5B,28072,CPT,narc
P5B,28080,CPT,narc
P5B,28086,CPT,narc
P5B,28088,CPT,narc
P5B,28090,CPT,narc
P5B,28092,CPT,narc
P3D,28100,CPT,narc
P5B,28102,CPT,narc
P5B,28103,CPT,narc
P3D,28104,CPT,narc
P3D,28106,CPT,narc
P5B,28107,CPT,narc
P3D,28108,CPT,narc
P5B,28110,CPT,narc
P5B,28111,CPT,narc
P5B,28112,CPT,narc
P5B,28113,CPT,narc
P5B,28114,CPT,narc
P3D,28116,CPT,narc
P5B,28118,CPT,narc
P3D,28119,CPT,narc
P5B,28120,CPT,narc
P5B,28122,CPT,narc
P3D,28124,CPT,narc
